"Symbol","Name","Price","Change","Market Cap","Circulating Supply"
"MYNE-USD","ITSMYNE USD","0.006669","0.000185","0","0"
"GOMT-USD","GoMeat USD","0.535875","0.003186","0","0"
"CALO-USD","Calo USD","0.020051","0.000178","0","0"
"ETNX-USD","Electronero USD","0.000174","0.000007","0","0"
"MEXI-USD","Metaxiz USD","0.00000040","0.00000002","0","0"
"NMT-USD","NFTMart Token USD","0.002649","0.000003","0","0"
"LEONIDAS-USD","Leonidas Token USD","0.00000236","-0.00001639","0","0"
"NCR-USD","Neos Credits USD","0.129617","0.000152","0","0"
"CUNI-USD","Compound Uni USD","0.117376","0.004982","0","0"
"SDL-USD","Saddle USD","0.010807","-0.002819","0","0"
"XFI-USD","Xfinance USD","32.57","0.56","0","0"
"SAVG-USD","Savage USD","0.003575","0.000448","0","0"
"SIENNA-USD","Sienna USD","0.604267","0.066283","0","0"
"WANUSDT-USD","wanUSDT USD","0.999956","-0.001815","0","0"
"TOM-USD","TOM Finance USD","67.81","-0.84","0","0"
"BONE19086-USD","Bulldog Billionaires USD","0.005061","-0.000001","0","0"
"RARE-USD","Unique One USD","0.022646","0.006287","0","0"
"BITO-USD","BitoPro Exchange Token USD","0.052713","-0.001401","0","0"
"HTB-USD","Hotbit Token USD","0.008899","0.000557","0","0"
"TBT-USD","TideBit Token USD","0.228331","0.000288","0","0"
"SFM-USD","SafeMoon V2 USD","0.000330","0.000017","0","0"
"MKD-USD","Musk Doge USD","0.00000047","0.00000001","0","0"
"SNT15399-USD","Supernova Token USD","0.004180","0.000283","0","0"
"MOL-USD","Mollector USD","0.002405","-0.000004","0","0"
"TIGER19409-USD","Tiger shares USD","5.4430","0.0492","0","0"
"ELT22212-USD","ECLAT USD","0.622032","0.053245","0","0"
"MOOO-USD","Hashtagger.com USD","0.031823","0.000461","0","0"
"SDT13542-USD","Stabledoc USD","0.005227","0.000314","0","0"
"WMX-USD","Wombex Finance USD","0.268036","0.022865","0","0"
"BOTZ-USD","Beep USD","0.00000373","-0.00000005","0","0"
"DFM-USD","DAO Farmer DFM USD","0.000076","-0.000001","0","0"
"CLH22261-USD","Clash USD","0.002721","-0.000001","0","0"
"HAO-USD","HistoryDAO USD","0.010275","-0.000177","0","0"
"PYO-USD","Pyrrho USD","0.000024","0.000001","0","0"
"SHIBA22-USD","SHIBA2K22 USD","0.00000000","0.00000000","0","0"
"CHES-USD","Chain Estate DAO USD","0.000155","0.000035","0","0"
"CHC-USD","Cherish USD","0.063028","-0.000619","0","0"
"ZINA-USD","Zinari USD","0.000023","0.000000","0","0"
"AFIN-USD","Asian Fintech USD","0.000995","0.000017","0","0"
"FME-USD","FME USD","0.00000299","0.00000000","0","0"
"DMC-USD","DMEX (Decentralized Mining Exchange) USD","0.007200","-0.000071","0","0"
"TOON-USD","Pontoon USD","0.014810","0.001125","0","0"
"DVOO-USD","Vanguard S&P 500 ETF Tokenized Stock Defichain USD","243.74","-1.07","0","0"
"AZW-USD","AZ World SocialFi USD","0.000419","0.000013","0","0"
"PRP-USD","Perpetuum USD","0.004144","0.000213","0","0"
"MON16147-USD","MONNFTS USD","0.000128","0.000008","0","0"
"BABYDOUG-USD","Baby Doug USD","0.00000012","0.00000000","0","0"
"ZPRO-USD","ZAT Project USD","0.000764","0.000001","0","0"
"SADA-USD","SAVE CARDANO USD","0.00000002","0.00000000","0","0"
"KNIGHT19994-USD","Knights & Peasants USD","0.006136","-0.000128","0","0"
"BULLSHIT-USD","3X Long Shitcoin Index Token USD","0.04232","0.01553","0","0"
"GREENBIOX-USD","GreenBioX USD","0.00000629","0.00000037","0","0"
"0XW-USD","0xWallet Token USD","0.000670","-0.000020","0","0"
"WATER21718-USD","Water Reminder USD","0.000014","0.000002","0","0"
"FFYI-USD","Fiscus.fyi USD","0.260521","0.010157","0","0"
"DODI-USD","DoubleDice USD","0.000826","0.000002","0","0"
"APW-USD","APWine Finance USD","0.175238","-0.013786","0","0"
"ERTHA-USD","Ertha USD","0.003778","0.000362","0","0"
"BANDEX-USD","Banana Index USD","0.00000003","0.00000000","0","0"
"BYG-USD","Black Eye Galaxy USD","0.000052","0.000011","0","0"
"REAL14463-USD","Realy USD","0.116671","0.003639","0","0"
"PNDR-USD","Pandora Finance USD","0.003635","-0.000036","0","0"
"OMNIA-USD","OmniaVerse USD","0.001360","-0.000019","0","0"
"NFTL20927-USD","NFTL USD","0.001480","0.000093","0","0"
"ANATION-USD","A-NATION USD","0.000511","0.000028","0","0"
"GG-USD","GalaxyGoggle DAO USD","0.075144","0.013776","0","0"
"CX1-USD","ChorusX USD","0.000145","-0.000006","0","0"
"MRNA-USD","Moderna tokenized stock FTX USD","169.00","-1.85","0","0"
"KPAD-USD","KickPad USD","0.001270","0.000008","0","0"
"VOLR-USD","Volare Network USD","0.900785","0.001804","0","0"
"REMI-USD","REMI USD","0.000495","-0.000001","0","0"
"ELVN-USD","ElevenToken USD","0.001869","-0.000006","0","0"
"GDRT-USD","Good Driver Reward Token USD","0.00000000","0.00000000","0","0"
"PPAD-USD","PlayPad USD","0.002397","0.000074","0","0"
"DOOS-USD","DOOS TOKEN USD","0.000347","0.000014","0","0"
"PIAS-USD","PIAS USD","0.228408","0.089729","0","0"
"ZYTH-USD","Uzyth USD","0.041563","-0.042289","0","0"
"BTCI-USD","BITCOIN INTERNATIONAL USD","0.044901","0.000045","0","0"
"XP-USD","PolkaFantasy USD","0.081853","-0.002574","0","0"
"IMT21128-USD","IMOV USD","0.006432","0.000619","0","0"
"WAGMIGAMES-USD","WAGMI Game USD","0.00000306","0.00000027","0","0"
"PINK9740-USD","Dot Finance USD","0.006347","0.000373","0","0"
"UM-USD","Continuum World USD","0.002963","0.000874","0","0"
"DBY-USD","MetaDerby USD","0.003972","0.000204","0","0"
"DOGO-USD","DogemonGo USD","0.00000398","0.00000000","0","0"
"NGL-USD","Gold Fever USD","0.226413","-0.020061","0","0"
"FLOOF-USD","FLOOF USD","0.00000007","0.00000000","0","0"
"VN-USD","VN Token USD","0.001042","0.000041","0","0"
"M87-USD","MESSIER USD","0.00000263","-0.00000004","0","0"
"ANPAN-USD","AnpanSwap USD","0.000100","0.000000","0","0"
"DHD-USD","Doom Hero Dao USD","0.030073","-0.000042","0","0"
"CPET-USD","Chain Pet USD","0.000101","0.000001","0","0"
"USDZ-USD","ZEDXION USD","0.997812","-0.000145","0","0"
"RH31-USD","RABBIT HALLOWEEN USD","0.00000000","0.00000000","0","0"
"APES18987-USD","Alpha Petto Shells USD","0.001877","0.000153","0","0"
"CDEX-USD","Codex USD","0.000024","-0.000008","0","0"
"SFO-USD","StarFish OS USD","0.005924","-0.001263","0","0"
"HERA-USD","Hero Arena USD","0.005234","0.000050","0","0"
"IDS-USD","IDEAS USD","0.000013","0.000000","0","0"
"EPAN-USD","Paypolitan Token USD","0.011204","0.000702","0","0"
"USDB-USD","USD Bancor USD","0.107148","0.002406","0","0"
"DOEX-USD","DOEX USD","0.000851","-0.000111","0","0"
"PLUG-USD","PL^Gnet USD","0.001588","0.000044","0","0"
"HEPA-USD","Hepa Finance USD","0.000018","0.000000","0","0"
"FOOD-USD","FoodChain Global USD","0.074743","0.000169","0","0"
"REVA-USD","Revault Network USD","0.074558","0.004282","0","0"
"MIKU-USD","Miku USD","0.00000006","0.00000000","0","0"
"LIQR-USD","Topshelf Finance USD","0.000236","0.000011","0","0"
"PERC-USD","Perion USD","0.210274","0.006167","0","0"
"AIRX-USD","Aircoins USD","0.000023","0.000002","0","0"
"GENS-USD","Genshiro USD","0.001626","0.000055","0","0"
"BILI7930-USD","Billibilli tokenized stock Bittrex USD","10.84","0.00","0","0"
"HDG-USD","Hedge USD","0.340709","0.074554","0","0"
"NASSR-USD","Alnassr FC fan token USD","0.001258","0.000061","0","0"
"BASED-USD","Based Finance USD","0.017351","0.002483","0","0"
"SIPHER-USD","Sipher USD","0.123065","0.007535","0","0"
"BRS-USD","Broovs Projects USD","0.000278","0.000002","0","0"
"POLAR11540-USD","Polar Sync USD","0.000020","-0.000068","0","0"
"CHS9390-USD","Chainsquare USD","0.451286","0.036346","0","0"
"LSWAP-USD","LoopSwap USD","0.001020","0.000072","0","0"
"CPU8295-USD","CPUcoin USD","0.041824","-0.000122","0","0"
"EMC1-USD","Emcis Network USD","0.002811","0.000023","0","0"
"BNBHEDGE-USD","1X Short BNB Token USD","2.5180","-0.2203","0","0"
"SOLID-USD","Solid Protocol USD","0.000177","0.000000","0","0"
"HTO-USD","Heavenland USD","0.072864","-0.001481","0","0"
"BITGATTI-USD","BITGATTI USD","0.00000000","0.00000000","0","0"
"RICE18421-USD","Rice USD","0.000496","-0.000006","0","0"
"AFT-USD","Ape Fun Token USD","0.00000000","0.00000000","0","0"
"SERVE-USD","Metavice USD","0.001187","0.000404","0","0"
"FPI-USD","Frax Price Index USD","0.773702","0.000000","0","0"
"O-USD","Childhoods End USD","0.000016","0.000000","0","0"
"VAN-USD","Vanspor Token USD","0.121297","-0.005544","0","0"
"STREAMERINU-USD","Streamer Inu USD","0.002370","0.000550","0","0"
"CSC10519-USD","Curio Stable Coin USD","0.016452","0.000634","0","0"
"BTE-USD","Betero USD","0.002586","0.000000","0","0"
"POLAR17395-USD","POLARNODES USD","0.000211","0.000004","0","0"
"LVM-USD","LakeViewMeta USD","0.000496","0.000041","0","0"
"MOO15532-USD","Moomonster USD","0.003632","-0.000050","0","0"
"ARTRINO-USD","Art Rino USD","0.000587","-0.000091","0","0"
"SPDR-USD","SpiderDAO USD","0.000126","-0.000016","0","0"
"AGGL-USD","aggle.io USD","0.037959","0.001992","0","0"
"GEN20096-USD","Generation USD","0.320431","0.002177","0","0"
"G20195-USD","GRN USD","0.060380","-0.004879","0","0"
"POP22629-USD","Popcoin USD","0.013282","0.009789","0","0"
"KBOX-USD","The Killbox USD","0.000071","0.000000","0","0"
"NPAS-USD","New Paradigm Assets Solution USD","0.024397","-0.001618","0","0"
"AGAIN-USD","Again Project USD","0.003842","0.000004","0","0"
"GRANX-USD","GranX Chain USD","0.007684","0.000606","0","0"
"KNG-USD","Kanga Exchange Token USD","4.2532","1.0943","0","0"
"AVDO-USD","AvocadoCoin USD","664.58","-171.14","0","0"
"SPACE9928-USD","Space Token USD","0.015761","0.001677","0","0"
"AMPLIFI-USD","AmpliFi USD","29.99","1.65","0","0"
"LED14240-USD","LEDGIS USD","0.047518","-0.001665","0","0"
"CLIFF-USD","Clifford Inu USD","0.00000241","0.00000044","0","0"
"MMAI-USD","MetamonkeyAi USD","0.000225","0.000009","0","0"
"GEMG-USD","Gem Guardian USD","0.015922","0.000493","0","0"
"EDEL-USD","Coin Edelweis USD","0.001997","0.000546","0","0"
"ROX-USD","Robotina USD","0.005095","0.000023","0","0"
"KITSUNE-USD","Kitsune Inu USD","0.00000005","-0.00000001","0","0"
"FAME19886-USD","Fame MMA USD","0.003570","0.000276","0","0"
"PEEPS-USD","The People's Coin USD","0.00000000","0.00000000","0","0"
"GIV17207-USD","Giveth USD","0.024237","0.001313","0","0"
"LEVELG-USD","LEVELG USD","0.011455","0.000268","0","0"
"GRIMEVO-USD","Grim EVO USD","0.034671","0.001870","0","0"
"OFF-USD","OFFLINE USD","0.000378","-0.000035","0","0"
"PFI22035-USD","PartyFi USD","0.003395","0.000462","0","0"
"RING17786-USD","OneRing USD","0.011216","0.000324","0","0"
"COURSE-USD","Meta Course USD","0.00000000","0.00000000","0","0"
"DRK-USD","Draken USD","0.000559","-0.000039","0","0"
"SPIRAL21904-USD","Up Spiral USD","0.180946","-0.002448","0","0"
"ABEY-USD","ABEY USD","0.597191","0.025825","0","0"
"KRRX-USD","Kyrrex USD","0.273048","0.003863","0","0"
"SHREW-USD","Shiba Rewards USD","0.00000005","0.00000000","0","0"
"BTRFLY-USD","Redacted Cartel USD","33.16","-1.83","0","0"
"VENTION-USD","Vention USD","0.001116","-0.000010","0","0"
"GME-USD","GameStop tokenized stock FTX USD","25.35","0.56","0","0"
"GWSPP-USD","GoldenWspp USD","0.003914","-0.002068","0","0"
"LSV-USD","Litecoin SV USD","0.174462","0.006802","0","0"
"SUBAWU-USD","Subawu Token USD","0.00000000","0.00000000","0","0"
"VNLA10120-USD","Chocoswap USD","0.018132","-0.001188","0","0"
"OSW-USD","OpenStream World USD","0.009014","0.000506","0","0"
"TONE10169-USD","NFTTONE USD","0.00000000","0.00000000","0","0"
"SQM-USD","Squid Moon USD","0.055442","0.000089","0","0"
"UHP-USD","Ulgen Hash Power USD","0.003144","0.000003","0","0"
"ULX-USD","ULTRON USD","0.071487","0.003672","0","0"
"NISHIB-USD","NitroShiba USD","0.001803","0.000915","0","0"
"STMAN-USD","STMAN | Stickman's Battleground NFT Game USD","0.001923","0.000088","0","0"
"PATH19288-USD","PathFundV2 USD","0.002872","0.000112","0","0"
"WMOVR-USD","Wrapped Moonriver USD","8.9570","0.1424","0","0"
"CAT15953-USD","CAT USD","0.219686","0.015109","0","0"
"PRED-USD","Predictcoin USD","0.649432","0.012086","0","0"
"TERN-USD","Ternio USD","0.004981","0.000005","0","0"
"LGOLD-USD","LYFE GOLD USD","48.41","0.65","0","0"
"JYC-USD","Joe-Yo Coin USD","0.00000000","0.00000000","0","0"
"PHL-USD","Philcoin USD","0.047132","-0.002560","0","0"
"STD21431-USD","STEED USD","0.00000001","0.00000000","0","0"
"MOV-USD","MOTIV Protocol USD","0.006705","0.000201","0","0"
"JIG-USD","Jigen USD","0.001683","0.000126","0","0"
"LOOBR-USD","LooBr USD","0.00000181","0.00000018","0","0"
"DFW-USD","DAO Farmer DFW USD","0.000130","-0.000001","0","0"
"NTB-USD","TokenAsset USD","0.088577","0.003787","0","0"
"WCT21098-USD","World Cup Token USD","0.000091","0.000008","0","0"
"WALLPHY-USD","Wallphy USD","0.00000000","0.00000000","0","0"
"LOV-USD","The LoveChain USD","0.038151","0.001724","0","0"
"DDD19744-USD","Dot Dot Finance USD","0.001815","0.000007","0","0"
"GAM-USD","Gamma USD","0.001118","-0.000002","0","0"
"MMF21370-USD","MM Finance(Polygon) USD","0.020743","0.001442","0","0"
"FON21711-USD","INOFI USD","0.798383","0.017653","0","0"
"ORE12743-USD","Open Rights Exchange USD","0.011503","0.000173","0","0"
"BABY14253-USD","Baby Samo Coin USD","0.000027","0.000009","0","0"
"KITTY14382-USD","Kitty Solana USD","0.00000031","0.00000000","0","0"
"SWP20973-USD","StepWatch USD","0.002733","-0.000301","0","0"
"LYRA15447-USD","Lyra USD","0.093736","0.003609","0","0"
"PORT11220-USD","Port Finance USD","0.028262","0.000467","0","0"
"ZGD-USD","Zambesigold USD","0.458072","0.068201","0","0"
"FYN-USD","Affyn USD","0.048348","0.002606","0","0"
"XALGO-USD","Wrapped ALGO USD","0.317769","0.035034","0","0"
"PET16333-USD","PeaceTokenFinance USD","0.00000318","0.00000000","0","0"
"APLUS-USD","AMETA USD","0.004139","0.000010","0","0"
"DICE6501-USD","TRONbetDice USD","0.009224","0.000819","0","0"
"NEWS-USD","PUBLISH USD","0.007551","-0.000084","0","0"
"HAREC-USD","Hare Chain USD","0.00000003","0.00000000","0","0"
"FLIBERO-USD","Fantom Libero Financial USD","0.000034","0.000002","0","0"
"PIN17109-USD","Pay It Now USD","0.013804","0.001777","0","0"
"SV-USD","Sportsverse USD","0.000238","0.000015","0","0"
"37C-USD","37Protocol USD","0.777174","0.000000","0","0"
"LUNAPAD-USD","Luna-Pad USD","0.002395","0.000002","0","0"
"TKB-USD","TokenBot USD","0.000685","0.000118","0","0"
"SANJI-USD","Sanji Inu USD","0.00000000","0.00000000","0","0"
"PLG-USD","Pledge Coin USD","0.000451","0.000030","0","0"
"BFT21952-USD","The Big Five Token USD","0.000143","0.000006","0","0"
"COB20861-USD","Cards of BSC USD","0.002134","0.000000","0","0"
"ALPHA16794-USD","Alpha Coin USD","0.007190","0.001000","0","0"
"LKSM-USD","Liquid KSM USD","3.3749","0.0531","0","0"
"ZDCV2-USD","ZodiacsV2 USD","0.00000967","0.00000053","0","0"
"HPNS-USD","Happiness USD","0.000010","0.000000","0","0"
"NOF-USD","nOFTEN USD","0.000259","0.000010","0","0"
"BOTX-USD","botXcoin USD","0.010328","-0.000307","0","0"
"MNTL-USD","AssetMantle USD","0.040923","0.001124","0","0"
"TOURISTS-USD","TOURIST SHIBA INU USD","0.00000000","0.00000000","0","0"
"RUX-USD","RunBlox USD","0.019411","-0.000290","0","0"
"GRIM-USD","GrimToken USD","0.006255","0.000522","0","0"
"MYNE-USD","ITSMYNE USD","0.006669","0.000185","0","0"
"GOMT-USD","GoMeat USD","0.535875","0.003186","0","0"
"CALO-USD","Calo USD","0.020051","0.000178","0","0"
"ETNX-USD","Electronero USD","0.000174","0.000007","0","0"
"MEXI-USD","Metaxiz USD","0.00000040","0.00000002","0","0"
"NMT-USD","NFTMart Token USD","0.002649","0.000003","0","0"
"LEONIDAS-USD","Leonidas Token USD","0.00000236","-0.00001639","0","0"
"NCR-USD","Neos Credits USD","0.129617","0.000152","0","0"
"CUNI-USD","Compound Uni USD","0.117376","0.004982","0","0"
"SDL-USD","Saddle USD","0.010807","-0.002819","0","0"
"XFI-USD","Xfinance USD","32.57","0.56","0","0"
"SAVG-USD","Savage USD","0.003575","0.000448","0","0"
"SIENNA-USD","Sienna USD","0.604267","0.066283","0","0"
"WANUSDT-USD","wanUSDT USD","0.999956","-0.001815","0","0"
"TOM-USD","TOM Finance USD","67.81","-0.84","0","0"
"BONE19086-USD","Bulldog Billionaires USD","0.005061","-0.000001","0","0"
"RARE-USD","Unique One USD","0.022646","0.006287","0","0"
"BITO-USD","BitoPro Exchange Token USD","0.052713","-0.001401","0","0"
"HTB-USD","Hotbit Token USD","0.008899","0.000557","0","0"
"TBT-USD","TideBit Token USD","0.228331","0.000288","0","0"
"SFM-USD","SafeMoon V2 USD","0.000330","0.000017","0","0"
"MKD-USD","Musk Doge USD","0.00000047","0.00000001","0","0"
"SNT15399-USD","Supernova Token USD","0.004180","0.000283","0","0"
"MOL-USD","Mollector USD","0.002405","-0.000004","0","0"
"TIGER19409-USD","Tiger shares USD","5.4430","0.0492","0","0"
"ELT22212-USD","ECLAT USD","0.622032","0.053245","0","0"
"MOOO-USD","Hashtagger.com USD","0.031823","0.000461","0","0"
"SDT13542-USD","Stabledoc USD","0.005227","0.000314","0","0"
"WMX-USD","Wombex Finance USD","0.268036","0.022865","0","0"
"BOTZ-USD","Beep USD","0.00000373","-0.00000005","0","0"
"DFM-USD","DAO Farmer DFM USD","0.000076","-0.000001","0","0"
"CNDL-USD","Candle USD","2.7792","0.1083","0","0"
"IRENA-USD","Irena Green Energy USD","0.000010","0.000000","0","0"
"ATT15918-USD","Artube USD","0.000827","0.000024","0","0"
"GOAT16050-USD","G.O.A.T Token USD","0.00000000","0.00000000","0","0"
"XIL-USD","Project X USD","0.005814","-0.000008","0","0"
"TEP-USD","Tepleton USD","0.001098","0.000001","0","0"
"FNC-USD","Fancy Games USD","0.011427","0.000528","0","0"
"HMT-USD","Human USD","0.055492","0.000132","0","0"
"CGC-USD","HeroesTD CGC USD","0.003179","0.000003","0","0"
"SOG-USD","Soccer Galaxy USD","0.002258","0.000250","0","0"
"ALRIHLA-USD","AlRihla USD","0.000143","0.000034","0","0"
"LUCA17370-USD","Lucrosus Capital USD","0.014871","0.000960","0","0"
"NEXUS-USD","Nexus Crypto Services USD","0.012340","-0.000008","0","0"
"BUZZ22200-USD","BUZZ USD","0.005462","-0.000261","0","0"
"LKN14313-USD","Lockness USD","0.000380","0.000054","0","0"
"ALF-USD","AlphaFi USD","0.000295","0.000016","0","0"
"MEOW14116-USD","Solcats USD","0.000016","0.000000","0","0"
"FDM-USD","Fandom USD","0.013213","-0.000765","0","0"
"ACT11706-USD","Acet USD","0.008049","-0.000256","0","0"
"MEPAD-USD","MemePad USD","0.001837","0.000143","0","0"
"CZBUSD-USD","CZbusd USD","0.107497","0.000912","0","0"
"BPM-USD","Baby Pokemoon USD","0.002193","0.000002","0","0"
"MMS-USD","Minimals USD","0.00000000","0.00000000","0","0"
"ORC16880-USD","Orclands Metaverse USD","0.001808","0.000102","0","0"
"CGO-USD","Comtech Gold USD","56.56","1.67","0","0"
"VEN-USD","ImpulseVen USD","0.184427","-0.001609","0","0"
"TDROP-USD","ThetaDrop USD","0.005246","0.000297","0","0"
"BBL-USD","Basket Legends USD","0.000642","0.000037","0","0"
"FFT-USD","Futura Finance USD","0.00000039","0.00000006","0","0"
"SMETA-USD","StarkMeta USD","0.023852","-0.000375","0","0"
"WHACKD-USD","WHACKD USD","0.002039","0.000214","0","0"
"WOOP19427-USD","WOOP USD","0.001762","-0.000077","0","0"
"MPL17502-USD","MetaPlanet USD","0.000011","0.000001","0","0"
"GIV-USD","GIVLY Coin USD","0.000198","0.000012","0","0"
"AGN-USD","Agrinoble USD","0.00000158","0.00000000","0","0"
"ITHEUM-USD","Itheum USD","0.081708","0.004760","0","0"
"MGT13374-USD","MOONGAME USD","0.00000759","0.00000000","0","0"
"CWT-USD","CrossWallet USD","0.014325","0.000690","0","0"
"TIC20503-USD","Infinite Arcade USD","0.001620","0.000187","0","0"
"FHTN-USD","FishingTown USD","0.005080","0.000020","0","0"
"GFNC-USD","GrafenoCoin USD","0.00000000","0.00000000","0","0"
"XRSHIB-USD","XR Shiba Inu USD","0.00000000","0.00000000","0","0"
"SWISSNFTFUND-USD","Swiss NFT Fund USD","0.000400","-0.000126","0","0"
"XWIN-USD","xWIN Finance USD","0.519680","0.008589","0","0"
"PEFI-USD","Penguin Finance USD","0.013363","0.000792","0","0"
"OSPD-USD","Omnisphere DAO USD","0.00000325","-0.00000006","0","0"
"0XT-USD","0xTrade USD","0.000448","-0.000156","0","0"
"SAFEBULL-USD","SafeBull USD","0.00000000","0.00000000","0","0"
"TOMOBULL-USD","3X Long TomoChain Token USD","0.0000","0.0000","0","0"
"DHLT-USD","DeHealth USD","0.007116","-0.000317","0","0"
"BMBO-USD","Bamboo Coin USD","0.00000134","-0.00000003","0","0"
"LEVE-USD","Leve Invest USD","0.002805","0.000500","0","0"
"SPON-USD","Sponsee USD","0.000261","0.000017","0","0"
"KNOT-USD","Karmaverse USD","0.049039","-0.000173","0","0"
"FONE-USD","FONE USD","0.000014","-0.000001","0","0"
"SHIBELON-USD","ShibElon USD","0.00000061","0.00000004","0","0"
"NFT11-USD","NFT11 USD","0.166971","0.000604","0","0"
"STON-USD","Mainston USD","0.011370","0.000575","0","0"
"DOGEBNB-USD","DogeBNB.org USD","0.00000000","0.00000000","0","0"
"DOGE-1-USD","Doge-1 Mission to the moon USD","0.00000001","0.00000000","0","0"
"SAUCE-USD","SaucerSwap USD","0.024450","0.002148","0","0"
"PTX19210-USD","Pando Token USD","0.079396","0.000539","0","0"
"CRIC-USD","Cricket Foundation USD","0.001235","0.000744","0","0"
"BEMD-USD","Betterment Digital USD","0.007227","0.000331","0","0"
"BASHTANK-USD","Baby Shark Tank USD","0.00000000","0.00000000","0","0"
"SHIBGOTCHI-USD","SHiBGOTCHi USD","0.00000000","0.00000000","0","0"
"IDO12046-USD","Idexo Token USD","0.066665","0.000366","0","0"
"TOS21785-USD","Tosa Inu USD","0.00000000","0.00000000","0","0"
"BUP-USD","BuildUp USD","0.017944","0.000836","0","0"
"CXRBN-USD","Carbon Coin USD","0.396143","0.000000","0","0"
"FUR21065-USD","Furio USD","5.4861","0.1166","0","0"
"MSGO-USD","MetaSetGO USD","0.004760","0.000214","0","0"
"SHIBTORO-USD","Shibtoro USD","0.00000000","0.00000000","0","0"
"OKSE-USD","Okse USD","0.113290","0.015764","0","0"
"XCA-USD","Xcavator USD","0.055900","0.000183","0","0"
"BFIC-USD","Best Fintech Investment Coin USD","11.65","0.15","0","0"
"NII-USD","Nahmii USD","0.000312","0.000033","0","0"
"BIGB-USD","BighBull USD","0.006886","0.003100","0","0"
"BSKT-USD","BasketCoin USD","0.063340","-0.000104","0","0"
"DEO-USD","Demeter USD","0.195750","0.062710","0","0"
"GAMI-USD","GAMI World USD","0.317343","0.020696","0","0"
"SEX-USD","Solidex USD","0.059485","0.005778","0","0"
"MYCE-USD","MYCE USD","0.000205","0.000012","0","0"
"DONA-USD","DONASWAP USD","0.00000000","0.00000000","0","0"
"TPY-USD","Thrupenny USD","0.420765","0.003992","0","0"
"ADAO19600-USD","AlgoDAO USD","0.182830","0.003375","0","0"
"ANCHOR-USD","AnchorSwap USD","0.009878","0.000430","0","0"
"GBD-USD","Great Bounty Dealer USD","0.004050","-0.000038","0","0"
"HBO-USD","HashBridge Oracle USD","0.001985","-0.000001","0","0"
"DICK14067-USD","Dickcoin USD","0.00000011","0.00000000","0","0"
"EGS-USD","EdgeSwap USD","0.001945","0.000012","0","0"
"TNC22398-USD","The Next World Coin USD","0.027677","0.000696","0","0"
"MIS16988-USD","Artemis Protocol USD","0.000227","0.000005","0","0"
"SHUSH-USD","Shush Club USD","0.000238","-0.000002","0","0"
"NAC22449-USD","Nirvana Chain USD","4.2163","-0.2231","0","0"
"VULC-USD","Vulcano USD","0.001784","0.000072","0","0"
"YOCO-USD","YoCoin USD","0.003099","0.000143","0","0"
"TECH-USD","Cryptomeda USD","0.000874","0.000048","0","0"
"ARRO-USD","Arro Social USD","0.000323","-0.000005","0","0"
"CHRO-USD","Chronicum USD","0.001848","0.000086","0","0"
"MINIBTC-USD","MiniBTC USD","0.00000000","0.00000000","0","0"
"FLOOR18440-USD","FloorDAO USD","2.0110","0.1136","0","0"
"LBK5445-USD","LBK USD","0.017400","0.000251","0","0"
"DKNIGHT-USD","Dark Knight USD","0.003761","0.000108","0","0"
"UPXAU-USD","Universal Gold USD","1758.01","63.10","0","0"
"M1VERSE-USD","MetaOneVerse USD","0.00000020","0.00000001","0","0"
"WWDOGE-USD","Wrapped WDOGE USD","0.087296","0.004336","0","0"
"QDX-USD","Quidax Token USD","0.005294","0.000301","0","0"
"XOT-USD","Okuru USD","29.12","0.56","0","0"
"QUA15857-USD","QUASA USD","0.001348","-0.000026","0","0"
"MDL-USD","Meta Decentraland USD","0.000077","0.000000","0","0"
"BCITY-USD","Bitcoin City Coin USD","0.000227","0.000009","0","0"
"CNT19611-USD","Crinet USD","0.00000010","0.00000000","0","0"
"HAYYA21507-USD","GO HAYYA USD","0.00000012","0.00000000","0","0"
"INCOME-USD","Income Island Token USD","0.00000045","0.00000002","0","0"
"MPT-USD","MeetPle USD","0.009605","-0.000758","0","0"
"TBK-USD","TokenBook USD","0.000118","-0.000064","0","0"
"CVSHOT-USD","CV SHOTS USD","0.010676","0.000620","0","0"
"GLINK-USD","Gemlink USD","0.005037","0.000196","0","0"
"SNAP15906-USD","Snap Token USD","0.001359","0.000046","0","0"
"SPORTY-USD","Sporty USD","0.000026","0.000002","0","0"
"COW13439-USD","CashCow USD","0.140907","0.006654","0","0"
"SUTEKU-USD","Suteku USD","0.00000130","0.00000002","0","0"
"PLY-USD","PlayNity USD","0.003456","-0.000030","0","0"
"JOY22104-USD","Joystick USD","0.569921","-0.015879","0","0"
"TREE-USD","ONE TREE ONE LIFE USD","0.00000004","0.00000000","0","0"
"XFUEL-USD","XFUEL USD","0.000521","0.000187","0","0"
"BOOT-USD","Bostrom USD","0.00000002","0.00000000","0","0"
"GENZ-USD","GENZ Token USD","0.008041","0.001219","0","0"
"HMNG-USD","Hummingbird Finance USD","0.00000000","0.00000000","0","0"
"CYCLE-USD","Cycle Finance USD","0.094088","0.004913","0","0"
"VD-USD","VinDax Coin USD","0.009531","0.000352","0","0"
"EDI-USD","Freight Trust & Clearing Network USD","0.000173","0.000003","0","0"
"GYMNET-USD","Gym Network USD","0.037593","0.001083","0","0"
"CTC21737-USD","CalltoCombat USD","0.000333","0.000022","0","0"
"BFF-USD","Bitcoffeen USD","0.000174","0.000007","0","0"
