"Symbol","Name","Price","Change","Market Cap","Circulating Supply"
"SPACE9928-USD","Space Token USD","0.016429","0.000948","0","0"
"RYOMA-USD","Ryoma USD","0.005018","0.000779","0","0"
"L2DAO-USD","Layer2DAO USD","0.006897","0.000417","0","0"
"FINS-USD","AutoShark DEX USD","0.000194","0.000006","0","0"
"REFI16020-USD","Reimagined Finance USD","0.000693","0.000334","0","0"
"MIMAS-USD","Mimas Finance USD","0.008029","-0.000139","0","0"
"FUTURE-USD","FUTURECOIN USD","0.023300","0.000602","0","0"
"HACHIKO-USD","Hachiko USD","0.00000000","0.00000000","0","0"
"ECELL-USD","Consensus Cell Network USD","0.004680","0.000460","0","0"
"TITANO-USD","Titano USD","0.000136","0.000002","0","0"
"REAL14721-USD","RealLink USD","0.020039","0.000040","0","0"
"SKI-USD","Skillchain USD","0.005500","0.000000","0","0"
"ZDCV2-USD","ZodiacsV2 USD","0.000011","0.000000","0","0"
"HER-USD","HeroVerse USD","0.000644","0.000029","0","0"
"FOF-USD","Future Of Fintech USD","1.1403","-0.0697","0","0"
"ATH12362-USD","AetherV2 USD","0.000131","0.000001","0","0"
"","Mononoke Inu USD","0.00000000","0.00000000","0","0"
"CLASH-USD","Clash Of Cars USD","0.000190","-0.000127","0","0"
"BNBUP-USD","BNBUP USD","47.74","3.21","0","0"
"MMO16797-USD","MM Optimizer (Cronos) USD","0.345526","0.006173","0","0"
"LYR-USD","Lyra USD","0.000058","0.000000","0","0"
"SHINT-USD","Shiba Interstellar USD","0.00000000","0.00000000","0","0"
"MNS-USD","MONNOS USD","0.000608","-0.000004","0","0"
"DEX12505-USD","dexIRA USD","0.001937","0.000061","0","0"
"CSHARE17851-USD","IceCream Shares USD","0.055223","0.001391","0","0"
"BBL-USD","Basket Legends USD","0.000745","0.000022","0","0"
"GIV-USD","GIVLY Coin USD","0.000221","0.000008","0","0"
"WOOP19427-USD","WOOP USD","0.003861","-0.000137","0","0"
"QBT11414-USD","Qubit USD","0.000117","0.000001","0","0"
"WHACKD-USD","WHACKD USD","0.002328","-0.000017","0","0"
"HAYYA-USD","Hayya USD","0.000337","0.000021","0","0"
"BOJI-USD","Boji USD","0.00000000","0.00000000","0","0"
"IMT21128-USD","IMOV USD","0.012580","-0.000926","0","0"
"BTCI-USD","BITCOIN INTERNATIONAL USD","0.042001","0.000003","0","0"
"UM-USD","Continuum World USD","0.003358","-0.000127","0","0"
"WAGMIGAMES-USD","WAGMI Game USD","0.00000392","0.00000021","0","0"
"BLUC-USD","Bluca USD","0.000252","0.000008","0","0"
"BASED-USD","Based Finance USD","0.011382","0.001220","0","0"
"CVZ-USD","CryptoVsZombie USD","0.001123","-0.000016","0","0"
"BRS-USD","Broovs Projects USD","0.000404","0.000000","0","0"
"CLAP-USD","Cardashift USD","0.006987","0.000188","0","0"
"EXMR-USD","EXMR FDN USD","0.001773","-0.000008","0","0"
"ROSN-USD","Roseon USD","0.015999","-0.000768","0","0"
"BABYZOROINU-USD","Baby Zoro Inu USD","0.00000000","0.00000000","0","0"
"NFLX7928-USD","Netflix tokenized stock Bittrex USD","252.46","-0.43","0","0"
"XIDO-USD","XIDO FINANCE USD","1.8824","-0.0298","0","0"
"COCO-USD","Coco Swap USD","0.000026","0.000000","0","0"
"TOR-USD","Torex USD","0.004346","0.001547","0","0"
"MMS-USD","Minimals USD","0.00000000","0.00000000","0","0"
"TETU-USD","TETU USD","0.017040","0.000191","0","0"
"HDG-USD","Hedge USD","0.421643","0.011695","0","0"
"SIPHER-USD","Sipher USD","0.158628","0.001428","0","0"
"MSHOT-USD","Moonshot USD","0.00000000","0.00000000","0","0"
"POLAR11540-USD","Polar Sync USD","0.025422","-0.001187","0","0"
"WHX-USD","WHITEX USD","0.000118","0.000000","0","0"
"AFT-USD","Ape Fun Token USD","0.00000000","0.00000000","0","0"
"SERVE-USD","Metavice USD","0.001189","0.000000","0","0"
"GAMI-USD","GAMI World USD","0.293979","-0.008754","0","0"
"ROC-USD","Roxe Cash USD","0.012868","0.000175","0","0"
"DEB14650-USD","Andus Chain USD","0.015421","0.000118","0","0"
"ULX-USD","ULTRON USD","0.089199","-0.001497","0","0"
"EBSO-USD","eBlockStock USD","0.008300","-0.000899","0","0"
"HPNS-USD","Happiness USD","0.000010","0.000000","0","0"
"CALO-USD","Calo USD","0.025311","0.000618","0","0"
"GOMA19706-USD","GOMA Finance USD","0.00000000","0.00000000","0","0"
"DSD21834-USD","Dachshund USD","0.000183","0.000014","0","0"
"SUZUME-USD","Shita-kiri Suzume USD","0.00000176","-0.00000019","0","0"
"LTT18598-USD","LordToken USD","0.009239","-0.000607","0","0"
"GOLD1-USD","Teh Golden One USD","0.000072","0.000000","0","0"
"DSLV-USD","iShares Silver Trust Defichain USD","13.03","0.01","0","0"
"DNA17251-USD","DNA Dollar USD","0.004252","0.000000","0","0"
"M-USD","MetaVerse-M USD","0.000931","-0.000112","0","0"
"CEJI-USD","Creation Energy Join International USD","0.004859","0.000117","0","0"
"JSHIBA-USD","Jomon Shiba USD","0.00000000","0.00000000","0","0"
"KOT-USD","Kols Offering Token USD","0.003913","0.000057","0","0"
"HDX-USD","Hydranet USD","0.019530","0.001608","0","0"
"DPDBC-USD","PDBC Defichain USD","12.69","0.24","0","0"
"ADAUP-USD","ADAUP USD","0.594512","0.007542","0","0"
"DIG-USD","Dig Chain USD","0.001365","0.000037","0","0"
"NXTT-USD","NextEarth USD","0.001049","0.000355","0","0"
"BDC-USD","Based Token USD","0.000020","0.000001","0","0"
"SANI-USD","Sanin Inu USD","0.00000793","0.00000170","0","0"
"BIMP-USD","Bimp.Finance USD","0.00000000","0.00000000","0","0"
"DOEX-USD","DOEX USD","0.000968","0.000011","0","0"
"WWDOGE-USD","Wrapped WDOGE USD","0.129551","0.001054","0","0"
"ANGEL-USD","Polylauncher USD","0.007383","0.000656","0","0"
"LY-USD","Lilly Finance USD","0.00000000","0.00000000","0","0"
"WFAC-USD","FAHRENHEIT CHAIN USD","0.001604","0.000055","0","0"
"UCON-USD","YouCoin Metaverse USD","378.04","-2.20","0","0"
"CYFM-USD","CyberFM (old) USD","0.00000005","0.00000000","0","0"
"MINO-USD","Minotaur USD","0.012815","0.000128","0","0"
"DKT-USD","Duelist King USD","0.056261","0.002215","0","0"
"BT14200-USD","Bozkurt Token USD","0.00000067","0.00000004","0","0"
"USDO-USD","USD Open Dollar USD","0.104935","0.000156","0","0"
"WMX-USD","Wombex Finance USD","0.332320","-0.000046","0","0"
"MIKU-USD","Miku USD","0.00000005","0.00000000","0","0"
"LIQR-USD","Topshelf Finance USD","0.000282","0.000015","0","0"
"HEPA-USD","Hepa Finance USD","0.000018","0.000000","0","0"
"PERC-USD","Perion USD","0.262836","-0.000882","0","0"
"ISLAMI-USD","ISLAMICOIN USD","0.000690","-0.000005","0","0"
"SHAK-USD","Shakita Inu USD","0.000157","0.000000","0","0"
"WROSE-USD","Wrapped Rose USD","0.061802","0.003808","0","0"
"CHRO-USD","Chronicum USD","0.002477","-0.000005","0","0"
"AXL17799-USD","Axelar USD","0.744723","0.016433","0","0"
"GGP-USD","Geegoopuzzle USD","8.4182","0.3236","0","0"
"TMC19615-USD","Tom Coin USD","0.00000000","0.00000000","0","0"
"LIGHT12058-USD","Light DeFi USD","0.000046","0.000002","0","0"
"AUTOS-USD","AutoSingle USD","0.004111","0.000218","0","0"
"XGC-USD","Xiglute Coin USD","0.00000068","-0.00000008","0","0"
"OGESINO-USD","DogeSino USD","0.000079","-0.000046","0","0"
"MUSK17912-USD","Musk Gold USD","0.051637","-0.019732","0","0"
"KSP-USD","KLAYswap Protocol USD","0.827381","0.008071","0","0"
"GDC-USD","Global Digital Content USD","0.001137","0.000112","0","0"
"MGCHI-USD","Metagochi USD","0.00000000","0.00000000","0","0"
"TREES-USD","SAFETREES USD","0.00000001","0.00000000","0","0"
"MNR-USD","Mineral USD","0.002995","0.000024","0","0"
"MOONEY-USD","MoonDAO USD","0.006983","0.001456","0","0"
"DOGECO-USD","Dogecolony USD","0.00000015","-0.00000010","0","0"
"SOM-USD","Somnium USD","0.001382","0.000080","0","0"
"GREEN18917-USD","Greenhouse USD","0.016071","-0.000204","0","0"
"MTK22496-USD","Metatoken USD","0.070391","0.001225","0","0"
"SPRINK-USD","SPRINK USD","0.021866","-0.001584","0","0"
"GLORY-USD","Chain Lords USD","0.019218","0.000000","0","0"
"MST15395-USD","Monster USD","0.060681","0.006577","0","0"
"FTO-USD","FuturoCoin USD","0.000041","0.000000","0","0"
"SRP-USD","Starpad USD","0.001845","-0.000151","0","0"
"WMART-USD","Whalmart USD","0.00000002","0.00000000","0","0"
"CUSDT-USD","Compound USDT USD","0.022050","0.000008","0","0"
"PODO-USD","Power Of Deep Ocean USD","0.008308","0.000832","0","0"
"DEPI-USD","Decentralized Pirates USD","0.001292","-0.000154","0","0"
"BABYDOGECASH-USD","Baby Doge Cash USD","0.00000000","0.00000000","0","0"
"CASH-USD","Litecash USD","0.000525","-0.000004","0","0"
"HAKA-USD","TribeOne USD","0.010245","0.000243","0","0"
"CPRX-USD","Crypto Perx USD","0.011055","-0.000693","0","0"
"MUTE-USD","Mute USD","0.450480","0.051134","0","0"
"DUEL-USD","Duel Network USD","0.055428","-0.001888","0","0"
"WEC9247-USD","Whole Earth Coin USD","0.019519","0.000130","0","0"
"ALOHA-USD","Aloha USD","0.002233","0.000219","0","0"
"APLUS-USD","AMETA USD","0.004865","-0.000062","0","0"
"SHADE-USD","Shade Cash USD","0.002444","0.000000","0","0"
"SAFELIGHT-USD","SafeLight USD","0.00000000","0.00000000","0","0"
"TART-USD","Tartarus Finance USD","0.00000450","0.00000049","0","0"
"MNFT-USD","ManuFactory USD","0.005182","0.000075","0","0"
"ZLDA-USD","Zelda Inu USD","0.008316","0.000293","0","0"
"MPLX-USD","Metaplex USD","0.080378","-0.000205","0","0"
"MEFI-USD","Meta Business USD","0.000013","0.000000","0","0"
"TPAD-USD","Trustpad USD","0.087058","0.001535","0","0"
"OURS-USD","Flying Colours USD","2.1122","0.0522","0","0"
"CRYY-USD","Cry Cat Coin USD","0.00000196","-0.00000021","0","0"
"INUS-USD","MultiPlanetary Inus USD","0.00000001","0.00000000","0","0"
"FYN-USD","Affyn USD","0.055969","-0.000067","0","0"
"OPP-USD","Open Proprietary Protocol USD","0.048892","-0.000219","0","0"
"KEI-USD","Keisuke Inu USD","0.00000000","0.00000000","0","0"
"DDD19744-USD","Dot Dot Finance USD","0.001992","-0.000054","0","0"
"MMF21370-USD","MM Finance(Polygon) USD","0.020615","0.000976","0","0"
"MF1-USD","MetaFinance USD","0.015506","0.002014","0","0"
"WOT-USD","Moby Dick USD","0.00000251","0.00000000","0","0"
"KNG-USD","Kanga Exchange Token USD","2.7716","-0.0504","0","0"
"RA22351-USD","Rabona USD","0.007600","0.000173","0","0"
"DMA-USD","Dragoma USD","0.000331","0.000006","0","0"
"IGR-USD","INGRESS USD","0.000943","0.000026","0","0"
"EAGLE-USD","Eagle Token USD","0.00000004","0.00000000","0","0"
"FIGHT-USD","Crypto Fight Club USD","0.000941","-0.000014","0","0"
"LEVELG-USD","LEVELG USD","0.010403","0.000309","0","0"
"SQM-USD","Squid Moon USD","0.056231","-0.000009","0","0"
"WKC-USD","Wiki Cat USD","0.00000000","0.00000000","0","0"
"WPT-USD","WPT Investing Corp USD","0.952784","-0.048479","0","0"
"ELVN-USD","ElevenToken USD","0.001969","0.000003","0","0"
"DEXF-USD","Dexfolio USD","0.000503","0.000000","0","0"
"APW-USD","APWine Finance USD","0.232303","0.002295","0","0"
"BANDEX-USD","Banana Index USD","0.00000003","0.00000000","0","0"
"OMNIA-USD","OmniaVerse USD","0.001877","0.000044","0","0"
"ANATION-USD","A-NATION USD","0.000587","0.000015","0","0"
"AKITAX-USD","Akitavax USD","0.000036","-0.000004","0","0"
"SQUIRT-USD","Squirt Game USD","0.00000000","0.00000000","0","0"
"MBET-USD","Moonbet USD","0.00000224","0.00000000","0","0"
"GFNC-USD","GrafenoCoin USD","0.00000000","0.00000000","0","0"
"FHTN-USD","FishingTown USD","0.005151","-0.000124","0","0"
"SPON-USD","Sponsee USD","0.000290","0.000008","0","0"
"XWIN-USD","xWIN Finance USD","0.547338","0.005225","0","0"
"CRUX-USD","CryptoMines Reborn USD","0.088087","0.001719","0","0"
"UM16090-USD","UncleMine USD","0.002580","-0.000013","0","0"
"NANA-USD","Chimp Fight USD","0.000024","0.000000","0","0"
"DBD-USD","Day By Day USD","0.008804","0.000477","0","0"
"YUKI-USD","YUKI USD","0.000015","0.000000","0","0"
"PULSEDOGE-USD","PulseDoge USD","0.002866","0.000018","0","0"
"SAFEW-USD","SafeWages USD","0.00000001","0.00000000","0","0"
"VBNT-USD","Bancor Governance Token USD","0.422423","-0.005499","0","0"
"QANX-USD","QANplatform USD","0.000139","-0.000015","0","0"
"DV-USD","Dreamverse USD","0.005110","0.000357","0","0"
"DEG-USD","Degis USD","0.029027","0.000408","0","0"
"GM-USD","GM Holding USD","0.000035","-0.000003","0","0"
"GOKU-USD","Goku USD","0.00000000","0.00000000","0","0"
"VICS-USD","RoboFi USD","0.104493","0.000525","0","0"
"REMI-USD","REMI USD","0.001150","-0.000128","0","0"
"MODA-USD","MODA DAO USD","0.339202","-0.001659","0","0"
"BNBHEDGE-USD","1X Short BNB Token USD","5.7414","-0.1672","0","0"
"METASHIB14866-USD","Meta Shiba USD","0.00000000","0.00000000","0","0"
"PYO-USD","Pyrrho USD","0.000031","0.000000","0","0"
"SIENNA-USD","Sienna USD","0.648949","-0.001140","0","0"
"TOM-USD","TOM Finance USD","83.76","2.53","0","0"
"PRP-USD","Perpetuum USD","0.004569","0.000128","0","0"
"CATHEON-USD","Catheon Gaming USD","0.003950","0.000032","0","0"
"WANUSDT-USD","wanUSDT USD","1.0012","-0.0165","0","0"
"KARMA5935-USD","Karma DAO USD","0.007992","-0.000143","0","0"
"ECOREAL-USD","Ecoreal Estate USD","0.142137","0.003058","0","0"
"VNLA10120-USD","Chocoswap USD","0.022825","0.001028","0","0"
"TONE10169-USD","NFTTONE USD","0.00000000","0.00000000","0","0"
"BLOCK15752-USD","Blockasset USD","0.054846","-0.000505","0","0"
"RVC16007-USD","Revenue Coin USD","0.002157","-0.000001","0","0"
"BONE19086-USD","Bulldog Billionaires USD","0.000136","-0.000752","0","0"
"KODACHI-USD","Kodachi Token USD","0.000015","0.000000","0","0"
"WATER21718-USD","Water Reminder USD","0.000015","-0.000002","0","0"
"3CRV-USD","LP 3pool Curve USD","1.0226","0.0008","0","0"
"DBY-USD","MetaDerby USD","0.005265","0.000009","0","0"
"GDRT-USD","Good Driver Reward Token USD","0.00000000","0.00000000","0","0"
"METAALLBI-USD","Metaverse ALL BEST ICO USD","0.00000763","0.00000000","0","0"
"SFF-USD","Sunflower Farm USD","0.003142","0.000141","0","0"
"HINT-USD","Hintchain USD","0.000871","0.000032","0","0"
"OSW-USD","OpenStream World USD","0.009735","0.000000","0","0"
"KCC-USD","KingCorgi Chain USD","0.000328","0.000018","0","0"
"ATUSD-USD","Aave TUSD USD","1.0005","0.0006","0","0"
"YONK-USD","四皇 - Four Emperors USD","7988.93","0.00","0","0"
"XDG-USD","Decentral Games Governance (xDG) USD","0.046681","-0.000971","0","0"
"PPAD-USD","PlayPad USD","0.003091","-0.000095","0","0"
"NGL-USD","Gold Fever USD","0.292204","-0.000683","0","0"
"FLUF-USD","Fluffy Coin USD","0.000104","0.000002","0","0"
"FRMX-USD","FRMx Token USD","465.82","5.43","0","0"
"BSKT-USD","BasketCoin USD","0.071040","0.000237","0","0"
"HEC-USD","Hector Network USD","4.4113","-0.1790","0","0"
"YOCO-USD","YoCoin USD","0.003905","0.000130","0","0"
"CATBOY-USD","CatBoy USD","0.001678","0.000068","0","0"
"ZONE18056-USD","ZONE USD","0.004351","0.000858","0","0"
"DOGO-USD","DogemonGo USD","0.00000401","0.00000000","0","0"
"ZYTH-USD","Uzyth USD","0.037781","-0.000649","0","0"
"HAUS-USD","DAOhaus USD","5.2481","-0.0232","0","0"
"BETIFY-USD","GambleFi USD","0.051336","0.003067","0","0"
"DOOS-USD","DOOS TOKEN USD","0.000406","-0.000002","0","0"
"GLMS-USD","Glimpse USD","0.005570","0.000000","0","0"
"MC21741-USD","Mechaverse USD","0.206304","-0.037684","0","0"
"KRRX-USD","Kyrrex USD","0.279954","-0.000110","0","0"
"MASKDOGE-USD","MaskDoge USD","0.00000000","0.00000000","0","0"
"TERN-USD","Ternio USD","0.004991","0.000000","0","0"
"DUN-USD","Dune Network USD","0.003042","-0.000018","0","0"
"AVAO-USD","AvaOne Finance USD","0.000480","0.000006","0","0"
"LHRC-USD","Lazy Horse Race Club USD","0.000092","0.000000","0","0"
"KABA-USD","Kripto Galaxy Battle USD","0.012787","0.000000","0","0"
"JOLT-USD","Joltify USD","0.038901","0.000003","0","0"
"CZRX-USD","Compound 0x USD","0.005465","0.000307","0","0"
"MWG-USD","MotionWreck Games USD","0.000063","0.000000","0","0"
"CRNO-USD","Chronoly USD","0.023930","0.000335","0","0"
"XAUTBEAR-USD","3X Short Tether Gold Token USD","6145.00","157.50","0","0"
"ALPHA18841-USD",".Alpha USD","21.40","0.00","0","0"
"TUNE-USD","TUNE TOKEN USD","0.000100","0.000000","0","0"
"MNTO-USD","Minato USD","2.5487","-0.3794","0","0"
"BB-USD","BlackBerry tokenized stock FTX USD","4.6775","0.2500","0","0"
"SKUY-USD","SEKUYA USD","0.00000049","0.00000002","0","0"
"888-USD","888tron USD","0.043056","-0.001251","0","0"
"HNTR-USD","Hunter Token USD","0.009712","0.000015","0","0"
"REV3L-USD","REV3AL USD","0.007748","-0.000213","0","0"
"DMTC-USD","Demeter Chain USD","0.002839","-0.000016","0","0"
"CYCE-USD","Crypto Carbon Energy USD","0.320007","0.005022","0","0"
"ISLAND-USD","Island Doges USD","0.00000000","0.00000000","0","0"
"RVM-USD","RavenMoon USD","0.000403","0.000003","0","0"
"JOCK-USD","JOCK USD","0.00000120","-0.00000015","0","0"
"KLKS-USD","Kalkulus USD","0.000224","-0.000099","0","0"
"AET-USD","Aerotoken USD","0.000313","-0.000002","0","0"
"XXP-USD","XX Platform USD","0.068019","0.000000","0","0"
"YTS-USD","YetiSwap USD","0.000831","-0.000004","0","0"
"ATH20483-USD","Athos Finance USD","0.226675","0.010132","0","0"
"NMX-USD","Nominex USD","0.159707","-0.000503","0","0"
"CSI-USD","Credit Suisse Inu USD","0.00000000","0.00000000","0","0"
"DEGEN18704-USD","DegenFi USD","0.026672","-0.000288","0","0"
"GOMA19706-USD","GOMA Finance USD","0.00000000","0.00000000","0","0"
"DSD21834-USD","Dachshund USD","0.000183","0.000014","0","0"
"ANV-USD","ANIVERSE USD","0.123661","-0.001483","0","0"
"SUZUME-USD","Shita-kiri Suzume USD","0.00000176","-0.00000019","0","0"
"METAUFO-USD","MetaUFO USD","0.000528","-0.000018","0","0"
"LTT18598-USD","LordToken USD","0.009239","-0.000607","0","0"
"GOLD1-USD","Teh Golden One USD","0.000072","0.000000","0","0"
"DSLV-USD","iShares Silver Trust Defichain USD","13.03","0.01","0","0"
"DNA17251-USD","DNA Dollar USD","0.004252","0.000000","0","0"
"M-USD","MetaVerse-M USD","0.000931","-0.000112","0","0"
"CEJI-USD","Creation Energy Join International USD","0.004859","0.000117","0","0"
"JSHIBA-USD","Jomon Shiba USD","0.00000000","0.00000000","0","0"
"KOT-USD","Kols Offering Token USD","0.003913","0.000057","0","0"
"HDX-USD","Hydranet USD","0.019530","0.001608","0","0"
"DPDBC-USD","PDBC Defichain USD","12.69","0.24","0","0"
"ADAUP-USD","ADAUP USD","0.594512","0.007542","0","0"
"DIG-USD","Dig Chain USD","0.001365","0.000037","0","0"
"NXTT-USD","NextEarth USD","0.001049","0.000355","0","0"
"BDC-USD","Based Token USD","0.000020","0.000001","0","0"
"SANI-USD","Sanin Inu USD","0.00000793","0.00000170","0","0"
"BIMP-USD","Bimp.Finance USD","0.00000000","0.00000000","0","0"
"DOEX-USD","DOEX USD","0.000968","0.000011","0","0"
"WWDOGE-USD","Wrapped WDOGE USD","0.129551","0.001054","0","0"
"ANGEL-USD","Polylauncher USD","0.007383","0.000656","0","0"
"LY-USD","Lilly Finance USD","0.00000000","0.00000000","0","0"
"WFAC-USD","FAHRENHEIT CHAIN USD","0.001604","0.000055","0","0"
"UCON-USD","YouCoin Metaverse USD","378.04","-2.20","0","0"
"CYFM-USD","CyberFM (old) USD","0.00000005","0.00000000","0","0"
"MINO-USD","Minotaur USD","0.012815","0.000128","0","0"
"DKT-USD","Duelist King USD","0.056261","0.002215","0","0"
"BT14200-USD","Bozkurt Token USD","0.00000067","0.00000004","0","0"
"USDO-USD","USD Open Dollar USD","0.104935","0.000156","0","0"
"WMX-USD","Wombex Finance USD","0.332320","-0.000046","0","0"
"MIKU-USD","Miku USD","0.00000005","0.00000000","0","0"
"LIQR-USD","Topshelf Finance USD","0.000282","0.000015","0","0"
"HEPA-USD","Hepa Finance USD","0.000018","0.000000","0","0"
"PERC-USD","Perion USD","0.262836","-0.000882","0","0"
"ISLAMI-USD","ISLAMICOIN USD","0.000690","-0.000005","0","0"
"SHAK-USD","Shakita Inu USD","0.000157","0.000000","0","0"
"WROSE-USD","Wrapped Rose USD","0.061802","0.003808","0","0"
"CHRO-USD","Chronicum USD","0.002477","-0.000005","0","0"
"GGP-USD","Geegoopuzzle USD","8.4182","0.3236","0","0"
"TMC19615-USD","Tom Coin USD","0.00000000","0.00000000","0","0"
"LIGHT12058-USD","Light DeFi USD","0.000046","0.000002","0","0"
"AUTOS-USD","AutoSingle USD","0.004111","0.000218","0","0"
"AXL17799-USD","Axelar USD","0.744723","0.016433","0","0"
"KEI-USD","Keisuke Inu USD","0.00000000","0.00000000","0","0"
"INUS-USD","MultiPlanetary Inus USD","0.00000001","0.00000000","0","0"
"DDD19744-USD","Dot Dot Finance USD","0.001992","-0.000054","0","0"
"MMF21370-USD","MM Finance(Polygon) USD","0.020615","0.000976","0","0"
"MF1-USD","MetaFinance USD","0.015506","0.002014","0","0"
"WOT-USD","Moby Dick USD","0.00000251","0.00000000","0","0"
"KNG-USD","Kanga Exchange Token USD","2.7716","-0.0504","0","0"
"RA22351-USD","Rabona USD","0.007600","0.000173","0","0"
"DMA-USD","Dragoma USD","0.000331","0.000006","0","0"
"IGR-USD","INGRESS USD","0.000943","0.000026","0","0"
"EAGLE-USD","Eagle Token USD","0.00000004","0.00000000","0","0"
"FIGHT-USD","Crypto Fight Club USD","0.000941","-0.000014","0","0"
"AGORA-USD","Agora Defi USD","0.002668","-0.000169","0","0"
"MM-USD","Millimeter USD","0.000530","-0.000040","0","0"
"PORT11220-USD","Port Finance USD","0.040259","-0.000994","0","0"
"BMN-USD","BlockStream Mining Notes USD","149977.92","-409.69","0","0"
"ZGD-USD","Zambesigold USD","0.503644","-0.020033","0","0"
"WALLPHY-USD","Wallphy USD","0.00000000","0.00000000","0","0"
"DEI-USD","DEI USD","0.152726","0.000123","0","0"
"TINU-USD","Telegram Inu USD","0.00000087","-0.00000219","0","0"
"DCAR-USD","Dragon Crypto Argenti USD","0.128572","0.000272","0","0"
"TEMP-USD","Tempus USD","0.039654","0.001962","0","0"
"NUSD-USD","nUSD (HotBit) USD","0.00000000","0.00000000","0","0"
"STD21431-USD","STEED USD","0.00000001","0.00000000","0","0"
"CLUB16802-USD","Seed Club USD","3.5383","0.3717","0","0"
"USDTE-USD","Tether Avalanche Bridged USD","0.995222","-0.007296","0","0"
"LOV-USD","The LoveChain USD","0.063027","0.000122","0","0"
"LOOP18761-USD","LoopNetwork USD","0.036250","0.002619","0","0"
"BLINU-USD","Baby Lambo Inu USD","0.000573","0.000018","0","0"
"APE-USD","APEcoin.dev USD","0.003893","0.000000","0","0"
"OLAND-USD","Oceanland USD","0.026115","-0.000417","0","0"
"FXT21784-USD","FitR Exercise Token USD","0.070049","0.000425","0","0"
"LIZARD-USD","Lizard Token USD","0.00000219","0.00000000","0","0"
"ZODI-USD","Zodium USD","0.001335","-0.000039","0","0"
"COGE-USD","Cogecoin USD","0.00000005","0.00000000","0","0"
"WENTXN-USD","RatBoy BSC USD","0.006943","0.000192","0","0"
"MNEB-USD","Minereum BSC USD","0.004533","0.000266","0","0"
"CJET-USD","CryptoJetski USD","0.000402","0.000012","0","0"
"PNIXS-USD","PhoenxiDefi Finance USD","0.001000","0.000000","0","0"
"ZHT-USD","ZeroHybrid Network USD","0.000580","0.000020","0","0"
"CPX21950-USD","Cat Sphynx USD","0.00000000","0.00000000","0","0"
"MIMO15477-USD","MillionMonke USD","0.000351","-0.000033","0","0"
"OKSE-USD","Okse USD","0.112249","-0.000341","0","0"
"ECH-USD","Echelon USD","0.000871","0.000054","0","0"
"GOGE-USD","Doge Gay Son USD","0.00000308","0.00000002","0","0"
"BEMD-USD","Betterment Digital USD","0.008134","-0.000635","0","0"
"CTC21737-USD","CalltoCombat USD","0.000374","-0.000142","0","0"
"OPS-USD","Octopus Protocol USD","0.001220","0.000020","0","0"
"NUARS-USD","Num ARS USD","0.003390","0.000004","0","0"
"XIL-USD","Project X USD","0.007763","0.000105","0","0"
"MEPAD-USD","MemePad USD","0.002197","0.000123","0","0"
"CZBUSD-USD","CZbusd USD","0.126815","-0.096486","0","0"
"FNC-USD","Fancy Games USD","0.014942","-0.000139","0","0"
"SOG-USD","Soccer Galaxy USD","0.002693","-0.000011","0","0"
"NISHIB-USD","NitroShiba USD","0.001363","0.000116","0","0"
"CUBE20519-USD","Cube Network USD","0.113169","0.002544","0","0"
"LFG21967-USD","LFGSwap Finance USD","0.021385","-0.004584","0","0"
"CWT-USD","CrossWallet USD","0.016236","0.000700","0","0"
"CCD-USD","Concordium USD","0.011082","-0.000533","0","0"
"BLN-USD","Balance Network USD","0.047257","-0.005455","0","0"
"BERAGE-USD","METABULLRAGE USD","0.00000688","0.00000000","0","0"
"BBBR-USD","Baby BitBurnReflect USD","0.004823","0.000279","0","0"
"CC-USD","CloudCoin USD","0.180004","0.000012","0","0"
"METAPK-USD","Metapocket USD","0.504992","0.000000","0","0"
"MONEYRAIN-USD","Moneyrain Finance USD","1.2333","0.0000","0","0"
"SHICO-USD","ShibaCorgi USD","0.00000000","0.00000000","0","0"
"CHAOS-USD","Chaotic Finance USD","0.005331","0.000058","0","0"
"MAPE-USD","Mecha Morphing USD","0.027025","-0.001049","0","0"
"AGAIN-USD","Again Project USD","0.007499","-0.000003","0","0"
"SLEEP-USD","Sleep Ecosystem USD","0.000458","0.000015","0","0"
"STMAN-USD","STMAN | Stickman's Battleground NFT Game USD","0.003690","0.000556","0","0"
"YUS-USD","YoleeUniverse USD","0.002067","-0.000003","0","0"
"TEP-USD","Tepleton USD","0.001100","0.000000","0","0"
"ALRIHLA-USD","AlRihla USD","0.000057","0.000005","0","0"
"ALPHA16794-USD","Alpha Coin USD","0.008741","0.000015","0","0"
"HMT-USD","Human USD","0.068420","0.000673","0","0"
"CGC-USD","HeroesTD CGC USD","0.003525","-0.000092","0","0"
"TRV20184-USD","Triveum USD","0.000135","0.000005","0","0"
"IB-USD","Iron Bank USD","3.9085","0.7664","0","0"
"HDF-USD","Happy Duck Farm USD","0.00000958","-0.00003341","0","0"
"FND21261-USD","Rare FND USD","0.014420","0.000030","0","0"
"MCD-USD","CDbio USD","3.0850","-0.0068","0","0"
"FLURRY-USD","Flurry Finance USD","0.000108","0.000002","0","0"
"LENDA-USD","Lenda USD","0.001513","-0.000057","0","0"
"VEX9798-USD","VELOREX USD","0.005624","0.000317","0","0"
"KBOX-USD","The Killbox USD","0.000078","-0.000003","0","0"
"GRANX-USD","GranX Chain USD","0.004300","-0.000400","0","0"
