"Symbol","Name","Price","Change","Market Cap","Circulating Supply"
"MV21697-USD","MusicVerse USD","0.000459","0.000014","0","0"
"DEGN-USD","Degen Dex USD","0.00000112","-0.00000001","0","0"
"TAUR-USD","Marnotaur USD","0.003210","0.000070","0","0"
"WPKT-USD","Wrapped PKT USD","0.001280","-0.000024","0","0"
"LUM17183-USD","Lum Network USD","0.001573","0.000049","0","0"
"AART-USD","ALL.ART protocol USD","0.004327","0.000003","0","0"
"POTS-USD","Moonpot USD","0.136640","0.001791","0","0"
"SGB-USD","SubGame USD","0.007906","0.000000","0","0"
"ETHM-USD","Ethereum Meta USD","0.00000011","0.00000004","0","0"
"DPT-USD","Diamond Platform Token USD","0.175775","0.000002","0","0"
"ASVA-USD","Asva USD","0.012589","-0.000174","0","0"
"WOKT-USD","Wrapped OKT USD","18.79","2.45","0","0"
"ETHHEDGE-USD","1X Short Ethereum Token USD","15.63","-0.11","0","0"
"GENX-USD","Evodefi USD","0.003210","0.000169","0","0"
"PLGR-USD","Pledge USD","0.000619","0.000016","0","0"
"OCC-USD","Occam.Fi USD","0.246272","0.012060","0","0"
"KZEN-USD","Kaizen Finance USD","0.036657","-0.000394","0","0"
"MPG-USD","MEDPING USD","0.002927","0.000280","0","0"
"EMT-USD","Emanate USD","0.009874","0.000080","0","0"
"FENOMY-USD","Fenomy USD","0.003558","0.000145","0","0"
"PLX-USD","PolyDEX USD","0.003764","0.000000","0","0"
"FEED17088-USD","chikn feed USD","0.000417","0.000035","0","0"
"OUSDC-USD","Orbit Bridge Klaytn USDC USD","0.997887","0.007836","0","0"
"GTX20892-USD","Global Trading Xenocurrency USD","0.004477","0.000007","0","0"
"KXA-USD","Kryxivia USD","0.008593","0.000060","0","0"
"PAVAX-USD","Ripae AVAX USD","2.9979","0.0645","0","0"
"PLUS1-USD","PlusOneCoin USD","0.001703","0.000005","0","0"
"MELON-USD","Musk Melon USD","0.00000182","0.00000000","0","0"
"RFG-USD","Refugees Token USD","0.00000000","0.00000000","0","0"
"CHARM-USD","Charm USD","0.000014","0.000000","0","0"
"AQS-USD","Aquaris USD","0.007551","0.000000","0","0"
"LRPS-USD","Legend of RPS USD","0.135472","0.000000","0","0"
"DEMY-USD","Demy Games USD","0.000010","0.000000","0","0"
"CCF-USD","Cross Chain Farming USD","0.00000017","0.00000001","0","0"
"IBVOL-USD","Inverse Bitcoin Volatility Token USD","1365.00","85.80","0","0"
"PTX22280-USD","ProtocolX USD","0.018665","-0.000602","0","0"
"NUDES-USD","NUDES USD","0.00000000","0.00000000","0","0"
"XGRAPE-USD","GrapeVine USD","1.4189","0.0407","0","0"
"SUNEKU-USD","Suneku USD","0.00000000","0.00000000","0","0"
"MTB19299-USD","MetaBomb USD","0.000612","-0.000006","0","0"
"CROWN-USD","KingPad USD","0.077560","0.000000","0","0"
"LYD-USD","Lydia Finance USD","0.000660","0.000033","0","0"
"KITTY13576-USD","Kitty Coin USD","0.00000000","0.00000000","0","0"
"BVC-USD","Crypto Chip Token USD","0.000657","-0.000079","0","0"
"UCM-USD","UCROWDME USD","0.000561","0.000006","0","0"
"ALTPAY-USD","ALTPAY FINANCE USD","0.001716","0.000047","0","0"
"DDN-USD","DenDomains USD","0.000538","0.000017","0","0"
"CNFI-USD","Connect Financial USD","0.063399","0.000285","0","0"
"FANI-USD","FaniTrade USD","0.000011","-0.000129","0","0"
"GVR-USD","Grove USD","0.00000000","0.00000000","0","0"
"KUY-USD","KUY Token USD","0.038120","-0.000075","0","0"
"MESA17737-USD","Metavisa Protocol USD","0.008007","-0.000192","0","0"
"ICE-USD","Popsicle Finance USD","0.261699","0.018968","0","0"
"REUM-USD","Rewardeum USD","0.00000000","0.00000000","0","0"
"DNA-USD","EncrypGen USD","0.017996","0.000041","0","0"
"BITT-USD","BiTToken USD","0.035401","0.000898","0","0"
"MARA-USD","Amara Finance USD","0.000448","0.000001","0","0"
"SYL-USD","SYL USD","0.000778","0.000024","0","0"
"XAG-USD","Xrpalike Gene USD","0.010561","0.000257","0","0"
"BABYOKX-USD","BABYOKX USD","0.00000000","0.00000000","0","0"
"FORT15742-USD","FortuneDAO USD","4.5051","0.0000","0","0"
"PARA12887-USD","Parallel Finance USD","0.017640","-0.000612","0","0"
"SOUND-USD","Sound BSC USD","0.00000015","0.00000000","0","0"
"XTRA-USD","XTRA Token USD","0.00000027","0.00000000","0","0"
"JEJUDOGE-USD","Jejudoge USD","0.00000000","0.00000000","0","0"
"KALI19622-USD","Kalissa USD","0.008250","0.000334","0","0"
"BFG-USD","BFG Token USD","0.013628","0.000390","0","0"
"SCO-USD","Score Token USD","0.004315","0.000221","0","0"
"HOHOHOV20-USD","Santa Floki v2.0 USD","0.000133","0.000021","0","0"
"WKIT-USD","WORKIT USD","0.825356","0.008115","0","0"
"AINU-USD","Ainu Token USD","0.00000000","0.00000000","0","0"
"MONO-USD","The Monopolist USD","0.000129","0.000001","0","0"
"HNY-USD","Honey USD","22.63","-0.35","0","0"
"YAY11664-USD","YAY Games USD","0.000302","0.000012","0","0"
"CSC-USD","CasinoCoin USD","0.000253","-0.000008","0","0"
"MLB-USD","COAL USD","97.41","0.00","0","0"
"RLM-USD","MarbleVerse USD","0.003144","-0.000423","0","0"
"RYIU-USD","RYI Unity USD","0.016825","0.000465","0","0"
"QUBE-USD","Qube Crypto Space USD","0.000914","0.000002","0","0"
"ARMOR-USD","ARMOR USD","0.006436","0.000163","0","0"
"REALM-USD","Realm USD","0.012618","-0.000060","0","0"
"FLETA-USD","FLETA USD","0.006000","0.000000","0","0"
"YTZ-USD","YTizer USD","0.000037","0.000000","0","0"
"BABY21709-USD","Metababy USD","0.010662","-0.000034","0","0"
"MUNCH-USD","Munch Token USD","0.00000000","0.00000000","0","0"
"BTNYX-USD","BitOnyx USD","0.001622","-0.010510","0","0"
"3OH-USD","ThreeOh DAO USD","0.00000011","0.00000000","0","0"
"DOGEHEDGE-USD","1X Short Dogecoin Token USD","0.245125","0.001325","0","0"
"MIRROR-USD","mirror USD","0.003637","0.000009","0","0"
"MAFA-USD","Mafagafo USD","0.020552","0.000165","0","0"
"BGVT-USD","BIT GAME VERSE TOKEN USD","0.000362","0.000021","0","0"
"SPRITZMOON-USD","SpritzMoon Crypto Token USD","0.000223","-0.000001","0","0"
"EURE-USD","Monerium EUR emoney USD","0.975648","-0.019791","0","0"
"AKTA-USD","Akita Inu USD","0.000963","0.000066","0","0"
"CREDIT6668-USD","PROXI USD","0.005392","0.000572","0","0"
"NEWTON-USD","Newtonium USD","0.044165","0.000000","0","0"
"SAFUU-USD","Safuu USD","1.7246","0.0656","0","0"
"DINOEGG-USD","DinoEGG USD","1.9090","0.0013","0","0"
"YT-USD","Cherry Token USD","0.185005","0.113404","0","0"
"WHIVE-USD","Whive Protocol USD","0.003064","0.001504","0","0"
"MPLAY-USD","MetaPlay USD","0.006375","0.000444","0","0"
"STN9043-USD","Stone DeFi USD","0.025424","0.000442","0","0"
"SPEED-USD","Speed Star SPEED USD","0.000034","0.000003","0","0"
"LION-USD","Lion Token USD","0.000084","0.000003","0","0"
"GNAR-USD","GNAR TOKEN USD","0.001022","0.000000","0","0"
"BAFC-USD","BabyApeFunClub USD","0.00000000","0.00000000","0","0"
"TZKI-USD","Tsuzuki Inu USD","0.00000000","0.00000000","0","0"
"SBNK-USD","Solbank Token USD","0.00000052","0.00000005","0","0"
"COWS-USD","Cowboy Snake USD","0.001533","0.000088","0","0"
"INDEX-USD","Index Cooperative USD","1.9930","-0.0473","0","0"
"ZEDXION-USD","ZEDXION USD","0.112849","0.000522","0","0"
"SDC19634-USD","SkyDOS USD","0.000500","0.000000","0","0"
"INFO15458-USD","Kardia Info USD","0.050273","0.000000","0","0"
"FCF-USD","French Connection Finance USD","0.000071","-0.000004","0","0"
"ATP7814-USD","Alaya USD","0.051929","0.000146","0","0"
"WAS-USD","Wasder USD","0.032764","0.000256","0","0"
"MLD-USD","Hurrian Network USD","0.000014","0.000000","0","0"
"BBETH-USD","BabyEthereum USD","0.00000009","0.00000000","0","0"
"PAW17526-USD","Paw V2 USD","0.000857","0.000074","0","0"
"LEMN-USD","LEMON USD","0.021315","-0.000570","0","0"
"WIT-USD","Witnet USD","0.003647","0.000031","0","0"
"MAXR-USD","Max Revive USD","0.000044","0.000000","0","0"
"QIN-USD","QuinCoin USD","0.000848","-0.000008","0","0"
"CSTR-USD","CoreStarter USD","0.004406","-0.000304","0","0"
"ASH-USD","ASH USD","1.1045","0.0482","0","0"
"BRIDGE19663-USD","Octus Bridge USD","1.4133","-0.0179","0","0"
"XRPBEAR-USD","3x Short XRP Token USD","0.00000004","0.00000001","0","0"
"ALPHA18300-USD","Alpha Shares USD","0.00000000","0.00000000","0","0"
"PLATA-USD","Plata Network USD","0.000575","0.000011","0","0"
"CCN14182-USD","CollegeCoinNetwork USD","0.000200","0.000000","0","0"
"DASHD-USD","Dash Diamond USD","0.007699","0.000288","0","0"
"G999-USD","G999 USD","0.002412","0.000091","0","0"
"FILST-USD","Filecoin Standard Hashrate Token USD","0.694940","0.000147","0","0"
"STIMA-USD","STIMA USD","1.0144","0.0110","0","0"
"EFFORT-USD","Effort Economy USD","0.010353","0.000178","0","0"
"OCP-USD","OC Protocol USD","0.000405","0.000001","0","0"
"LUNAT-USD","Lunatics USD","0.000049","0.000001","0","0"
"GRO12254-USD","Gro DAO Token USD","0.125815","-0.000017","0","0"
"ARV15283-USD","Artemis Vision USD","0.046739","0.000045","0","0"
"SERUM-USD","Karmaverse Zombie USD","0.004782","0.000303","0","0"
"PEM-USD","Pembrock USD","0.060422","-0.023831","0","0"
"MOSHI-USD","Moshiheads USD","0.021388","-0.000066","0","0"
"DACT-USD","Decentralized Activism USD","0.000094","0.000031","0","0"
"BKK-USD","BKEX Chain USD","0.136973","0.000661","0","0"
"KITTY15948-USD","Kitty Finance USD","2.1696","0.0872","0","0"
"POODOGE-USD","Poo Doge USD","0.00000009","0.00000000","0","0"
"KCAKE-USD","KittyCake USD","0.00000105","0.00000002","0","0"
"BCP11882-USD","Bitcashpay (new) USD","0.000942","0.000000","0","0"
"JWL-USD","Jewel USD","0.007704","0.000021","0","0"
"PLACE-USD","PlaceWar USD","0.001527","0.000039","0","0"
"DIGEX-USD","Digex USD","0.000020","0.000000","0","0"
"BTFA-USD","Banana Task Force Ape USD","0.00000005","0.00000000","0","0"
"CHIBIKI-USD","Hibiki Finance Cronos USD","0.016996","0.000000","0","0"
"SETH5765-USD","sETH USD","1562.37","-4.36","0","0"
"GOBLIN-USD","Goblin USD","0.00000000","0.00000000","0","0"
"FIRE17407-USD","The Phoenix USD","0.489448","0.019483","0","0"
"MMG18554-USD","MMG Token USD","0.401191","-0.000187","0","0"
"XANK-USD","Xank USD","0.003290","0.000000","0","0"
"ULT5330-USD","Shardus USD","0.191775","0.013710","0","0"
"IP3-USD","CRIPCO USD","0.402987","-0.001132","0","0"
"CORGI-USD","Corgidoge USD","0.00000009","0.00000001","0","0"
"DIGIS-USD","DigiSwap USD","0.002277","0.000068","0","0"
"ODEX-USD","One DEX USD","0.00000020","0.00000000","0","0"
"BABYBITC-USD","BabyBitcoin USD","0.00000000","0.00000000","0","0"
"BCP11338-USD","Block Commerce Protocol USD","0.002527","-0.000213","0","0"
"OLYMPUS-USD","OLYMPUS USD","0.00000031","0.00000009","0","0"
"UCOIN-USD","UCoin USD","0.00000000","0.00000000","0","0"
"CBS-USD","Columbus USD","0.00000000","0.00000000","0","0"
"LDDP-USD","La Doge de Papel USD","0.00000010","0.00000000","0","0"
"FBNB-USD","FEG Wrapped BNB USD","341.32","0.00","0","0"
"CCC-USD","Cross Chain Capital USD","0.00000000","0.00000000","0","0"
"BFT20868-USD","Bull Force Token USD","0.00000003","0.00000000","0","0"
"WOLF19995-USD","WOLF INU USD","0.00000018","0.00000000","0","0"
"SWIRL-USD","Swirl Cash USD","0.037953","0.000000","0","0"
"RIPH-USD","Harambe Protocol USD","0.000597","0.000000","0","0"
"NGN-USD","CryptoNijigen USD","0.000757","0.000000","0","0"
"VALK-USD","Valkyrio USD","0.002502","0.000000","0","0"
"CPSP-USD","Crypto Swap USD","0.000020","0.000000","0","0"
"ANO-USD","Arrano USD","0.002582","0.000000","0","0"
"GAL13046-USD","Gallant USD","0.00000000","0.00000000","0","0"
"WETUX-USD","WETUX USD","0.023002","0.000000","0","0"
"SAFEMONEY-USD","SafeMoneyBSC USD","0.00000000","0.00000000","0","0"
"NATURE-USD","The Nature Token USD","0.018916","0.000000","0","0"
"POLP-USD","PolkaParty USD","0.000346","0.000000","0","0"
"TMDS-USD","Tremendous Coin USD","0.058028","0.000000","0","0"
"DEUX-USD","DeuxPad USD","0.000254","0.000000","0","0"
"DLAUNCH-USD","DeFi Launch USD","0.050773","0.000000","0","0"
"XDEX-USD","xDeFi USD","0.015791","0.000000","0","0"
"RVZ-USD","Revoluzion USD","0.000170","0.000000","0","0"
"PSC-USD","Petsneaker USD","0.000404","0.000000","0","0"
"WOLFY-USD","Wolfystreetbets USD","0.000405","0.000000","0","0"
"TRUSTK-USD","TrustKeys Network USD","0.079250","0.000000","0","0"
"TRUST9206-USD","Trustworks USD","0.143556","0.000000","0","0"
"LCP21398-USD","Live Crypto Party USD","0.001134","0.000000","0","0"
"RDL-USD","RadioLife USD","0.00000000","0.00000000","0","0"
"SURFMOON-USD","SurfMoon USD","0.00000000","0.00000000","0","0"
"BLZZ-USD","Blizz Finance USD","0.000070","0.000000","0","0"
"BAPE19746-USD","BabyApe USD","0.00000635","0.00000000","0","0"
"APEFUND-USD","ApeFund USD","0.002096","0.000000","0","0"
"PTX19210-USD","Pando Token USD","0.078121","0.000000","0","0"
"MAST-USD","MAST USD","3.0901","0.0000","0","0"
"AX-USD","AurusX USD","3.8430","0.0000","0","0"
"CMLT-USD","CamelToken USD","0.00000711","0.00000000","0","0"
"H2O-USD","IFOSwap Token USD","0.000411","0.000000","0","0"
"OKFLY-USD","Okex Fly USD","0.00000000","0.00000000","0","0"
"CYC19950-USD","Cycling App USD","0.000802","0.000000","0","0"
"PINT-USD","Pub Finance USD","0.250615","0.000000","0","0"
"PEKC-USD","PEACOCKCOIN (BSC) USD","0.00000000","0.00000000","0","0"
"ABNBB-USD","Ankr Reward Earning Staked BNB USD","5656.10","0.00","0","0"
"MEWN-USD","Meowth Neko USD","0.00000000","0.00000000","0","0"
"SFM-USD","SafeMoon V2 USD","0.000336","0.000007","0","0"
"NTRC-USD","Neoteric USD","0.000043","0.000000","0","0"
"TEMP-USD","Tempus USD","0.039641","-0.000149","0","0"
"RAVE-USD","Ravendex USD","0.000118","0.000002","0","0"
"INUS-USD","MultiPlanetary Inus USD","0.00000001","0.00000000","0","0"
"BOT16262-USD","Starbots USD","0.010576","-0.000295","0","0"
"BLINU-USD","Baby Lambo Inu USD","0.000577","0.000021","0","0"
"AKREP-USD","Antalyaspor Token USD","0.485552","-0.002595","0","0"
"THUG-USD","Fraktionalized THUG 2856 USD","0.151540","0.001641","0","0"
"PERC-USD","Perion USD","0.262815","0.003102","0","0"
"TR3-USD","Tr3zor USD","0.002970","0.000000","0","0"
"SHIBDOGE-USD","ShibaDoge USD","0.00000000","0.00000000","0","0"
"MON16147-USD","MONNFTS USD","0.000181","0.000003","0","0"
"OCTF-USD","Octafarm USD","0.003811","0.000150","0","0"
"BBL-USD","Basket Legends USD","0.000751","0.000026","0","0"
"MSHOT-USD","Moonshot USD","0.00000000","0.00000000","0","0"
"MGT13374-USD","MOONGAME USD","0.00000759","0.00000000","0","0"
"NOF-USD","nOFTEN USD","0.000374","-0.000325","0","0"
"YETI-USD","Yeti Finance USD","0.008632","0.000098","0","0"
"CALO-USD","Calo USD","0.025299","0.000447","0","0"
"WHX-USD","WHITEX USD","0.000118","0.000000","0","0"
"1SWAP-USD","1Swap USD","0.00000443","0.00000000","0","0"
"SGLY-USD","Singularity USD","0.300963","-0.003188","0","0"
"PRED-USD","Predictcoin USD","0.741652","-0.005412","0","0"
"ADEL-USD","Akropolis Delphi USD","0.003909","0.000053","0","0"
"SIGN13740-USD","SIGN USD","0.030722","-0.000528","0","0"
"AKITAX-USD","Akitavax USD","0.000036","-0.000003","0","0"
"TDROP-USD","ThetaDrop USD","0.006794","0.000199","0","0"
"FHTN-USD","FishingTown USD","0.005162","0.000212","0","0"
"GFNC-USD","GrafenoCoin USD","0.00000000","0.00000000","0","0"
"XUSD16108-USD","xUSD USD","0.349511","-0.018476","0","0"
"XCB-USD","Crypto Birds USD","0.006399","0.000936","0","0"
"KINT-USD","Kintsugi USD","1.1013","0.0313","0","0"
"CTZN-USD","Totem USD","0.002774","0.000021","0","0"
"DV-USD","Dreamverse USD","0.005025","0.000819","0","0"
"MONA16257-USD","Monaco Planet USD","0.010489","-0.000091","0","0"
"UM16090-USD","UncleMine USD","0.002580","-0.000016","0","0"
"SDX-USD","SwapDEX USD","0.004374","-0.000033","0","0"
"DFY-USD","Defi For You USD","0.001789","0.000025","0","0"
"OHM-USD","Olympus v2 USD","9.7394","0.0902","0","0"
"METAFLIP-USD","METAFLIP USD","0.00000000","0.00000000","0","0"
"PROT-USD","Prostarter USD","0.006200","0.000000","0","0"
"RH31-USD","RABBIT HALLOWEEN USD","0.00000000","0.00000000","0","0"
"SHIBA22-USD","SHIBA2K22 USD","0.00000000","0.00000000","0","0"
"CJET-USD","CryptoJetski USD","0.000405","0.000014","0","0"
"DIGAU-USD","Dignity Gold USD","3.9357","0.0074","0","0"
"MDL-USD","Meta Decentraland USD","0.000077","0.000000","0","0"
"GAINS-USD","Gains Associates USD","0.115833","0.006755","0","0"
"EPW-USD","Evoverse Power USD","0.004565","-0.000135","0","0"
"WAIFER-USD","Waifer USD","0.00000000","0.00000000","0","0"
"GREEN16655-USD","GreenAir USD","0.000182","0.000007","0","0"
"ARTM-USD","ARTM USD","0.000178","0.000000","0","0"
"MMF-USD","MM Finance(Cronos) USD","0.015574","0.000870","0","0"
"TETU-USD","TETU USD","0.017349","0.000098","0","0"
"MCD-USD","CDbio USD","3.0850","-0.0070","0","0"
"YOCO-USD","YoCoin USD","0.003934","0.000149","0","0"
"BSKT-USD","BasketCoin USD","0.071040","0.000237","0","0"
"CATHEON-USD","Catheon Gaming USD","0.003948","0.000013","0","0"
"MODA-USD","MODA DAO USD","0.339202","-0.001659","0","0"
"DBD-USD","Day By Day USD","0.008853","0.000474","0","0"
"RMARS16256-USD","REDMARS USD","0.001344","0.000059","0","0"
"PIAS-USD","PIAS USD","0.414912","-0.053397","0","0"
"BTRFLY-USD","Redacted Cartel USD","28.50","-11.75","0","0"
"HEC-USD","Hector Network USD","4.4224","-0.1497","0","0"
"NGL-USD","Gold Fever USD","0.291757","-0.001251","0","0"
"METAALLBI-USD","Metaverse ALL BEST ICO USD","0.00000725","-0.00000038","0","0"
"BAGS-USD","Basis Gold Share USD","1.2172","0.0278","0","0"
"YONK-USD","四皇 - Four Emperors USD","7988.93","0.00","0","0"
"DBY-USD","MetaDerby USD","0.005307","0.000163","0","0"
"XDG-USD","Decentral Games Governance (xDG) USD","0.046681","-0.000971","0","0"
"DOMI-USD","Domi Online USD","0.013569","0.000778","0","0"
"DOGO-USD","DogemonGo USD","0.00000401","0.00000000","0","0"
"HINT-USD","Hintchain USD","0.000871","0.000032","0","0"
"FRMX-USD","FRMx Token USD","465.64","-0.83","0","0"
"KRRX-USD","Kyrrex USD","0.279954","-0.000110","0","0"
"MASKDOGE-USD","MaskDoge USD","0.00000000","0.00000000","0","0"
"HAUS-USD","DAOhaus USD","5.2646","-0.0176","0","0"
"MC21741-USD","Mechaverse USD","0.220706","-0.019898","0","0"
"SFF-USD","Sunflower Farm USD","0.003158","0.000180","0","0"
"KCC-USD","KingCorgi Chain USD","0.000328","0.000018","0","0"
"RVC16007-USD","Revenue Coin USD","0.002157","-0.000001","0","0"
"BLOCK15752-USD","Blockasset USD","0.054846","-0.000505","0","0"
"ATUSD-USD","Aave TUSD USD","1.0003","0.0001","0","0"
"CATBOY-USD","CatBoy USD","0.001691","0.000077","0","0"
"RON14101-USD","Ronin USD","0.304872","0.026295","0","0"
"DNL-USD","Dinoland USD","0.000577","0.000019","0","0"
"BDT9452-USD","Bandot Protocol USD","0.000095","-0.000001","0","0"
"SIS-USD","Symbiosis Finance USD","0.102077","0.004323","0","0"
"HIDOODLES-USD","hiDOODLES USD","0.009598","-0.000104","0","0"
"CFARM-USD","CoinFarm USD","0.014578","-0.049941","0","0"
"ST-USD","Sacred Tails USD","0.001050","0.000014","0","0"
"LHRC-USD","Lazy Horse Race Club USD","0.000092","0.000000","0","0"
"KLKS-USD","Kalkulus USD","0.000189","-0.000447","0","0"
"CZRX-USD","Compound 0x USD","0.005479","0.000337","0","0"
"JOLT-USD","Joltify USD","0.038901","0.000000","0","0"
"JOCK-USD","JOCK USD","0.00000119","-0.00000017","0","0"
"MWG-USD","MotionWreck Games USD","0.000063","0.000000","0","0"
"CYFM-USD","CyberFM (old) USD","0.00000005","0.00000000","0","0"
"MINO-USD","Minotaur USD","0.012815","0.000199","0","0"
"LEOPARD-USD","LEOPARD USD","0.00000000","0.00000000","0","0"
"NGL-USD","Gold Fever USD","0.291757","-0.001251","0","0"
"METAALLBI-USD","Metaverse ALL BEST ICO USD","0.00000725","-0.00000038","0","0"
"BAGS-USD","Basis Gold Share USD","1.2172","0.0278","0","0"
"YONK-USD","四皇 - Four Emperors USD","7988.93","0.00","0","0"
"DBY-USD","MetaDerby USD","0.005307","0.000163","0","0"
"XDG-USD","Decentral Games Governance (xDG) USD","0.046681","-0.000971","0","0"
"DOMI-USD","Domi Online USD","0.013569","0.000778","0","0"
"DOGO-USD","DogemonGo USD","0.00000401","0.00000000","0","0"
"HINT-USD","Hintchain USD","0.000871","0.000032","0","0"
"FRMX-USD","FRMx Token USD","465.64","-0.83","0","0"
"KRRX-USD","Kyrrex USD","0.279954","-0.000110","0","0"
"MASKDOGE-USD","MaskDoge USD","0.00000000","0.00000000","0","0"
"SIENNA-USD","Sienna USD","0.650341","0.009837","0","0"
"TOM-USD","TOM Finance USD","85.35","-0.70","0","0"
"GM-USD","GM Holding USD","0.000035","-0.000002","0","0"
"KARMA5935-USD","Karma DAO USD","0.007992","-0.000020","0","0"
"BDT9452-USD","Bandot Protocol USD","0.000095","-0.000001","0","0"
"WANUSDT-USD","wanUSDT USD","1.0012","-0.0165","0","0"
"NISHIB-USD","NitroShiba USD","0.001363","0.000116","0","0"
"STORM-USD","Storm Token USD","0.004275","-0.000022","0","0"
"GTF-USD","GLOBALTRUSTFUND TOKEN USD","0.000077","0.000000","0","0"
"TDROP-USD","ThetaDrop USD","0.006794","0.000199","0","0"
"ULX-USD","ULTRON USD","0.089480","-0.001770","0","0"
"ORT-USD","Omni Real Estate Token USD","0.007999","0.000251","0","0"
"STMAN-USD","STMAN | Stickman's Battleground NFT Game USD","0.003690","0.000556","0","0"
"PETS13157-USD","PolkaPets USD","0.019377","0.000038","0","0"
"TAUD-USD","TrueAUD USD","0.646149","0.000000","0","0"
"EFIL-USD","Ethereum Wrapped Filecoin USD","5.3263","0.0135","0","0"
"KNOT-USD","Karmaverse USD","0.061133","0.001558","0","0"
"SPON-USD","Sponsee USD","0.000292","0.000010","0","0"
"FHTN-USD","FishingTown USD","0.005162","0.000212","0","0"
"MBET-USD","Moonbet USD","0.00000224","0.00000000","0","0"
"ARTM-USD","ARTM USD","0.000178","0.000000","0","0"
"DEFC-USD","Defi Coin USD","0.086977","0.006433","0","0"
"KPHI-USD","Kephi Gallery USD","0.001990","0.000190","0","0"
"SIS-USD","Symbiosis Finance USD","0.102077","0.004323","0","0"
"HIDOODLES-USD","hiDOODLES USD","0.009598","-0.000104","0","0"
"CFARM-USD","CoinFarm USD","0.014578","-0.049941","0","0"
"ST-USD","Sacred Tails USD","0.001050","0.000014","0","0"
"LHRC-USD","Lazy Horse Race Club USD","0.000092","0.000000","0","0"
"KLKS-USD","Kalkulus USD","0.000189","-0.000447","0","0"
"CZRX-USD","Compound 0x USD","0.005479","0.000337","0","0"
"JOLT-USD","Joltify USD","0.038901","0.000000","0","0"
"JOCK-USD","JOCK USD","0.00000119","-0.00000017","0","0"
"MWG-USD","MotionWreck Games USD","0.000063","0.000000","0","0"
"CYFM-USD","CyberFM (old) USD","0.00000005","0.00000000","0","0"
"MINO-USD","Minotaur USD","0.012815","0.000199","0","0"
"LEOPARD-USD","LEOPARD USD","0.00000000","0.00000000","0","0"
"UCON-USD","YouCoin Metaverse USD","378.04","-2.20","0","0"
"TIPSY19467-USD","TipsyCoin USD","0.000053","0.000002","0","0"
"CRNO-USD","Chronoly USD","0.023930","0.000335","0","0"
"TTC22099-USD","Tongtongcoin USD","0.045792","-0.000418","0","0"
"GYSR-USD","GYSR USD","0.077884","0.001364","0","0"
"TOYO-USD","TOYO USD","0.018356","-0.000002","0","0"
"NPC-USD","NPC DAO USD","0.000019","0.000000","0","0"
"BNI-USD","Bitindi Chain USD","0.022166","0.000345","0","0"
"METAVIE-USD","Metavie USD","0.476571","0.013542","0","0"
"M-USD","MetaVerse-M USD","0.000938","-0.000108","0","0"
"PAVIA-USD","Pavia USD","0.013945","0.000072","0","0"
"AER10208-USD","Aerdrop USD","0.000189","0.000006","0","0"
"DSLV-USD","iShares Silver Trust Defichain USD","13.12","0.19","0","0"
"NMX-USD","Nominex USD","0.160599","0.000422","0","0"
"CEJI-USD","Creation Energy Join International USD","0.004860","0.000025","0","0"
"RIKEN-USD","Poriverse USD","0.000648","0.000060","0","0"
"FNB4794-USD","FinexboxToken USD","0.525683","-0.008430","0","0"
"QI-USD","QiSwap USD","0.013568","0.000077","0","0"
"ALPHA18841-USD",".Alpha USD","21.40","0.00","0","0"
"KOKO-USD","Kokoswap USD","0.744021","0.002007","0","0"
"888-USD","888tron USD","0.049792","0.005843","0","0"
"HNTR-USD","Hunter Token USD","0.009426","-0.000193","0","0"
"CYCE-USD","Crypto Carbon Energy USD","0.319909","0.004903","0","0"
"HUM19625-USD","Hummus USD","0.031548","-0.000700","0","0"
"GBD-USD","Great Bounty Dealer USD","0.004111","-0.000010","0","0"
"SPANK-USD","SpankChain USD","0.009390","0.000047","0","0"
"SWPT-USD","SwapTracker USD","0.00000036","0.00000001","0","0"
"PMLG-USD","Polychain Monsters Land Genesis Token USD","0.000360","-0.000045","0","0"
"RUC-USD","RUSH USD","0.008087","0.000022","0","0"
"AI-USD","Flourishing AI USD","0.013098","0.000845","0","0"
"MALL-USD","Metamall USD","0.000080","0.000000","0","0"
"GRAV-USD","Graviton Zero USD","0.000481","-0.000048","0","0"
"BB-USD","BlackBerry tokenized stock FTX USD","4.6775","0.2500","0","0"
"CP17029-USD","Crystal Powder USD","0.003900","0.000100","0","0"
"REV3L-USD","REV3AL USD","0.007874","-0.000079","0","0"
"WRK-USD","blockWRK USD","0.033430","-0.000568","0","0"
"TUNE-USD","TUNE TOKEN USD","0.000100","0.000000","0","0"
"DMTC-USD","Demeter Chain USD","0.002838","0.000008","0","0"
"CBP-USD","CashBackPro USD","1.5741","-0.0987","0","0"
"KROME-USD","KROME Shares USD","0.005410","0.000000","0","0"
"DXB13590-USD","DXBPay USD","0.00000000","0.00000000","0","0"
"KOT-USD","Kols Offering Token USD","0.003942","0.000085","0","0"
"HMT21938-USD","Humanize USD","0.014599","-0.000035","0","0"
"AGF-USD","Augmented Finance USD","0.001138","0.000033","0","0"
"HER21866-USD","HerityNetwork USD","0.015510","0.000917","0","0"
"MTG-USD","MagnetGold USD","0.685616","-0.000925","0","0"
"POOP21847-USD","Raresama USD","0.076159","0.000201","0","0"
"XXP-USD","XX Platform USD","0.068019","0.000000","0","0"
"CYC22214-USD","Recycling CYC USD","0.004865","-0.000016","0","0"
